Client_ID	Покупатель	Contractor_name
CL_11451	"ООО ""Ослепительная комиссия"" ИНН 26414489758"	"ООО ""Ослепительная комиссия"" ИНН 26414489758 ЮРЛИЦО №5"
CL_11461	"ООО ""Восторженный товар"" ИНН 16515377546"	"ООО ""Восторженный товар"" ИНН 16515377546 ЮРЛИЦО №1"
CL_11471	"ООО ""Секунда"" ИНН 59847349279"	"ООО ""Секунда"" ИНН 59847349279 ЮРЛИЦО №1"
CL_11481	"ООО ""Жгучая ответственность"" ИНН 44201235100"	"ООО ""Жгучая ответственность"" ИНН 44201235100 ЮРЛИЦО №1"
CL_11491	"АО ""Веская традиция"" ИНН 27150280743"	"АО ""Веская традиция"" ИНН 27150280743 ЮРЛИЦО №1"
CL_11501	"ПАО ""Образ"" ИНН 40204259633"	"ПАО ""Образ"" ИНН 40204259633 ЮРЛИЦО №1"
CL_1151	"ООО ""Немаловажная страница"" ИНН 92778048259"	"ООО ""Немаловажная страница"" ИНН 92778048259 ЮРЛИЦО №1"
CL_1151	"ООО ""Немаловажная страница"" ИНН 92778048259"	"ООО ""Немаловажная страница"" ИНН 92778048259 ЮРЛИЦО №3"
CL_11511	"ООО ""Безудержный рост"" ИНН 38949565154"	"ООО ""Безудержный рост"" ИНН 38949565154 ЮРЛИЦО №1"
CL_11521	"ООО ""Ювелирное дело"" ИНН 14020784249"	"ООО ""Ювелирное дело"" ИНН 14020784249 ЮРЛИЦО №1"
CL_11531	"ООО ""Образцовая энергия"" ИНН 85176847923"	"ООО ""Образцовая энергия"" ИНН 85176847923 ЮРЛИЦО №1"
CL_11541	"ООО ""Исключительное хозяйство"" ИНН 69304775792"	"ООО ""Исключительное хозяйство"" ИНН 69304775792 ЮРЛИЦО №1"
CL_11551	"ООО ""Крупное основание"" ИНН 66710914107"	"ООО ""Крупное основание"" ИНН 66710914107 ЮРЛИЦО №1"
CL_11561	"ООО ""Ряд"" ИНН 79432054109"	"ООО ""Ряд"" ИНН 79432054109 ЮРЛИЦО №1"
CL_11571	"ООО ""Центр"" ИНН 24338028652"	"ООО ""Центр"" ИНН 24338028652 ЮРЛИЦО №1"
CL_11571	"ООО ""Центр"" ИНН 24338028652"	"ООО ""Центр"" ИНН 24338028652 ЮРЛИЦО №3"
CL_11581	"ООО ""Неземной ветер"" ИНН 19095274524"	"ООО ""Неземной ветер"" ИНН 19095274524 ЮРЛИЦО №1"
CL_11591	"ООО ""Сказочный лидер"" ИНН 70387637118"	"ООО ""Сказочный лидер"" ИНН 70387637118 ЮРЛИЦО №1"
CL_11591	"ООО ""Сказочный лидер"" ИНН 70387637118"	"ООО ""Сказочный лидер"" ИНН 70387637118 ЮРЛИЦО №2"
CL_11601	"ООО ""Действие"" ИНН 38225451803"	"ООО ""Действие"" ИНН 38225451803 ЮРЛИЦО №1"
CL_11601	"ООО ""Действие"" ИНН 38225451803"	"ООО ""Действие"" ИНН 38225451803 ЮРЛИЦО №3"
CL_1161	"АО ""Солидная стена"" ИНН 77397708204"	"АО ""Солидная стена"" ИНН 77397708204 ЮРЛИЦО №1"
CL_11611	"ООО ""Литература"" ИНН 34532395080"	"ООО ""Литература"" ИНН 34532395080 ЮРЛИЦО №1"
CL_11621	"АО ""Автор"" ИНН 22413839866"	"АО ""Автор"" ИНН 22413839866 ЮРЛИЦО №1"
CL_11621	"АО ""Автор"" ИНН 22413839866"	"АО ""Автор"" ИНН 22413839866 ЮРЛИЦО №5"
CL_11631	"ООО ""Серьезный принцип"" ИНН 74155039683"	"ООО ""Серьезный принцип"" ИНН 74155039683 ЮРЛИЦО №1"
CL_11641	"ООО ""Срок"" ИНН 13642021939"	"ООО ""Срок"" ИНН 13642021939 ЮРЛИЦО №1"
CL_11651	"ООО ""Ослепительное начало"" ИНН 52804327038"	"ООО ""Ослепительное начало"" ИНН 52804327038 ЮРЛИЦО №1"
CL_11661	"ООО ""План"" ИНН 36192607080"	"ООО ""План"" ИНН 36192607080 ЮРЛИЦО №1"
CL_11671	"ООО ""Принцип"" ИНН 45407861539"	"ООО ""Принцип"" ИНН 45407861539 ЮРЛИЦО №1"
CL_11681	"ООО ""Смысл"" ИНН 43600080221"	"ООО ""Смысл"" ИНН 43600080221 ЮРЛИЦО №1"
CL_11691	"АО ""Могучое строительство"" ИНН 30652054537"	"АО ""Могучое строительство"" ИНН 30652054537 ЮРЛИЦО №1"
CL_11701	"АО ""Элемент"" ИНН 6607244000"	"АО ""Элемент"" ИНН 6607244000 ЮРЛИЦО №1"
CL_1171	"ООО ""Весомый воздух"" ИНН 46826467196"	"ООО ""Весомый воздух"" ИНН 46826467196 ЮРЛИЦО №1"
CL_11711	"ООО ""Жгучое окно"" ИНН 96893269089"	"ООО ""Жгучое окно"" ИНН 96893269089 ЮРЛИЦО №1"
CL_11721	"ПАО ""Анализ"" ИНН 41034235783"	"ПАО ""Анализ"" ИНН 41034235783 ЮРЛИЦО №1"
CL_11731	"АО ""Время"" ИНН 23813900486"	"АО ""Время"" ИНН 23813900486 ЮРЛИЦО №1"
CL_11731	"АО ""Время"" ИНН 23813900486"	"АО ""Время"" ИНН 23813900486 ЮРЛИЦО №3"
CL_11741	"ООО ""Фотография"" ИНН 44937814712"	"ООО ""Фотография"" ИНН 44937814712 ЮРЛИЦО №1"
CL_11751	"ПАО ""Серьезная операция"" ИНН 84953650859"	"ПАО ""Серьезная операция"" ИНН 84953650859 ЮРЛИЦО №1"
CL_11761	"ООО ""Компания"" ИНН 94899189285"	"ООО ""Компания"" ИНН 94899189285 ЮРЛИЦО №1"
CL_11771	"ПАО ""Безбрежное сердце"" ИНН 67312753100"	"ПАО ""Безбрежное сердце"" ИНН 67312753100 ЮРЛИЦО №1"
CL_11781	"ООО ""Деятельность"" ИНН 9655522754"	"ООО ""Деятельность"" ИНН 9655522754 ЮРЛИЦО №1"
CL_11791	"ООО ""Основательный ответ"" ИНН 14054847865"	"ООО ""Основательный ответ"" ИНН 14054847865 ЮРЛИЦО №1"
CL_11801	"ООО ""Невероятный ключ"" ИНН 30069251619"	"ООО ""Невероятный ключ"" ИНН 30069251619 ЮРЛИЦО №1"
CL_1181	"ООО ""Грандиозный переход"" ИНН 47273828792"	"ООО ""Грандиозный переход"" ИНН 47273828792 ЮРЛИЦО №1"
CL_11811	"ООО ""Рынок"" ИНН 88111288431"	"ООО ""Рынок"" ИНН 88111288431 ЮРЛИЦО №1"
CL_11811	"ООО ""Рынок"" ИНН 88111288431"	"ООО ""Рынок"" ИНН 88111288431 ЮРЛИЦО №2"
CL_11821	"ПАО ""Богатый круг"" ИНН 61695892354"	"ПАО ""Богатый круг"" ИНН 61695892354 ЮРЛИЦО №1"
CL_11831	"ООО ""Сильный выбор"" ИНН 39859453161"	"ООО ""Сильный выбор"" ИНН 39859453161 ЮРЛИЦО №1"
CL_11841	"ООО ""Массовое дерево"" ИНН 33506009790"	"ООО ""Массовое дерево"" ИНН 33506009790 ЮРЛИЦО №1"
CL_11841	"ООО ""Массовое дерево"" ИНН 33506009790"	"ООО ""Массовое дерево"" ИНН 33506009790 ЮРЛИЦО №3"
CL_11851	"ООО ""Серьезная слава"" ИНН 63218867838"	"ООО ""Серьезная слава"" ИНН 63218867838 ЮРЛИЦО №1"
CL_11851	"ООО ""Серьезная слава"" ИНН 63218867838"	"ООО ""Серьезная слава"" ИНН 63218867838 ЮРЛИЦО №4"
CL_11861	"ООО ""Чай"" ИНН 8261900596"	"ООО ""Чай"" ИНН 8261900596 ЮРЛИЦО №1"
CL_11871	"ООО ""Внушительная кухня"" ИНН 8508954214"	"ООО ""Внушительная кухня"" ИНН 8508954214 ЮРЛИЦО №1"
CL_11881	"ООО ""Бездонная картина"" ИНН 98315421353"	"ООО ""Бездонная картина"" ИНН 98315421353 ЮРЛИЦО №1"
CL_11891	"ООО ""Доход"" ИНН 5738834153"	"ООО ""Доход"" ИНН 5738834153 ЮРЛИЦО №1"
CL_11901	"ООО ""Неземное положение"" ИНН 59218839232"	"ООО ""Неземное положение"" ИНН 59218839232 ЮРЛИЦО №1"
CL_11901	"ООО ""Неземное положение"" ИНН 59218839232"	"ООО ""Неземное положение"" ИНН 59218839232 ЮРЛИЦО №2"
CL_11901	"ООО ""Неземное положение"" ИНН 59218839232"	"ООО ""Неземное положение"" ИНН 59218839232 ЮРЛИЦО №3"
CL_1191	"ООО ""Безупречная деталь"" ИНН 60217351325"	"ООО ""Безупречная деталь"" ИНН 60217351325 ЮРЛИЦО №1"
CL_1191	"ООО ""Безупречная деталь"" ИНН 60217351325"	"ООО ""Безупречная деталь"" ИНН 60217351325 ЮРЛИЦО №2"
CL_11911	"ООО ""Невозможное хозяйство"" ИНН 39040346447"	"ООО ""Невозможное хозяйство"" ИНН 39040346447 ЮРЛИЦО №1"
CL_11921	"ООО ""Компания"" ИНН 25579308263"	"ООО ""Компания"" ИНН 25579308263 ЮРЛИЦО №1"
CL_11921	"ООО ""Компания"" ИНН 25579308263"	"ООО ""Компания"" ИНН 25579308263 ЮРЛИЦО №2"
CL_11931	"ООО ""Записной участок"" ИНН 76126334128"	"ООО ""Записной участок"" ИНН 76126334128 ЮРЛИЦО №1"
CL_11931	"ООО ""Записной участок"" ИНН 76126334128"	"ООО ""Записной участок"" ИНН 76126334128 ЮРЛИЦО №3"
CL_11941	"ПАО ""Мощное дерево"" ИНН 43410207442"	"ПАО ""Мощное дерево"" ИНН 43410207442 ЮРЛИЦО №1"
CL_11941	"ПАО ""Мощное дерево"" ИНН 43410207442"	"ПАО ""Мощное дерево"" ИНН 43410207442 ЮРЛИЦО №3"
CL_11951	"ООО ""Неповторимый костюм"" ИНН 129407929"	"ООО ""Неповторимый костюм"" ИНН 129407929 ЮРЛИЦО №1"
CL_11961	"ООО ""Порядок"" ИНН 52640304645"	"ООО ""Порядок"" ИНН 52640304645 ЮРЛИЦО №1"
CL_11971	"ООО ""Вопрос"" ИНН 88376465333"	"ООО ""Вопрос"" ИНН 88376465333 ЮРЛИЦО №1"
CL_11981	"ПАО ""Хозяйство"" ИНН 31991658027"	"ПАО ""Хозяйство"" ИНН 31991658027 ЮРЛИЦО №1"
CL_11981	"ПАО ""Хозяйство"" ИНН 31991658027"	"ПАО ""Хозяйство"" ИНН 31991658027 ЮРЛИЦО №5"
CL_11991	"ПАО ""Богатырская победа"" ИНН 79292925848"	"ПАО ""Богатырская победа"" ИНН 79292925848 ЮРЛИЦО №1"
CL_12001	"ООО ""Убедительное внимание"" ИНН 48362406341"	"ООО ""Убедительное внимание"" ИНН 48362406341 ЮРЛИЦО №1"
CL_12001	"ООО ""Убедительное внимание"" ИНН 48362406341"	"ООО ""Убедительное внимание"" ИНН 48362406341 ЮРЛИЦО №3"
CL_1201	"ООО ""Схема"" ИНН 50055014875"	"ООО ""Схема"" ИНН 50055014875 ЮРЛИЦО №1"
CL_12011	"ПАО ""Содержание"" ИНН 24946720143"	"ПАО ""Содержание"" ИНН 24946720143 ЮРЛИЦО №1"
CL_12021	"ПАО ""Потрясающое внимание"" ИНН 48569472738"	"ПАО ""Потрясающое внимание"" ИНН 48569472738 ЮРЛИЦО №1"
CL_12031	"ПАО ""Идея"" ИНН 91444097764"	"ПАО ""Идея"" ИНН 91444097764 ЮРЛИЦО №1"
CL_12041	"ООО ""Наибольшая линия"" ИНН 83267909254"	"ООО ""Наибольшая линия"" ИНН 83267909254 ЮРЛИЦО №1"
CL_12051	"АО ""Тотальный чай"" ИНН 10200682997"	"АО ""Тотальный чай"" ИНН 10200682997 ЮРЛИЦО №1"
CL_12061	"ООО ""Крепкий результат"" ИНН 75383157310"	"ООО ""Крепкий результат"" ИНН 75383157310 ЮРЛИЦО №1"
CL_12061	"ООО ""Крепкий результат"" ИНН 75383157310"	"ООО ""Крепкий результат"" ИНН 75383157310 ЮРЛИЦО №2"
CL_12071	"ООО ""Трава"" ИНН 37437725818"	"ООО ""Трава"" ИНН 37437725818 ЮРЛИЦО №1"
CL_12081	"ООО ""Отборное направление"" ИНН 78074231967"	"ООО ""Отборное направление"" ИНН 78074231967 ЮРЛИЦО №1"
CL_12091	"ООО ""Комната"" ИНН 25669901783"	"ООО ""Комната"" ИНН 25669901783 ЮРЛИЦО №1"
CL_121	"ООО ""Густая стоимость"" ИНН 45996188085"	"ООО ""Густая стоимость"" ИНН 45996188085 ЮРЛИЦО №1"
CL_12101	"АО ""Неограниченное мнение"" ИНН 14459410938"	"АО ""Неограниченное мнение"" ИНН 14459410938 ЮРЛИЦО №1"
CL_1211	"АО ""Деятельность"" ИНН 33234350472"	"АО ""Деятельность"" ИНН 33234350472 ЮРЛИЦО №1"
CL_12111	"ООО ""Машина"" ИНН 24919006540"	"ООО ""Машина"" ИНН 24919006540 ЮРЛИЦО №1"
CL_12111	"ООО ""Машина"" ИНН 24919006540"	"ООО ""Машина"" ИНН 24919006540 ЮРЛИЦО №3"
CL_12121	"ООО ""Поток"" ИНН 20566803567"	"ООО ""Поток"" ИНН 20566803567 ЮРЛИЦО №1"
CL_12131	"ООО ""Глубокое развитие"" ИНН 72405708093"	"ООО ""Глубокое развитие"" ИНН 72405708093 ЮРЛИЦО №1"
CL_12141	"ООО ""Утро"" ИНН 28884571145"	"ООО ""Утро"" ИНН 28884571145 ЮРЛИЦО №1"
CL_12151	"ООО ""Ключ"" ИНН 74372914928"	"ООО ""Ключ"" ИНН 74372914928 ЮРЛИЦО №1"
CL_12161	"ПАО ""Дерево"" ИНН 3859630589"	"ПАО ""Дерево"" ИНН 3859630589 ЮРЛИЦО №1"
CL_12171	"ООО ""Командир"" ИНН 48397209174"	"ООО ""Командир"" ИНН 48397209174 ЮРЛИЦО №1"
CL_12181	"АО ""Функция"" ИНН 86525058015"	"АО ""Функция"" ИНН 86525058015 ЮРЛИЦО №1"
CL_12191	"ООО ""Ресурс"" ИНН 52425952262"	"ООО ""Ресурс"" ИНН 52425952262 ЮРЛИЦО №1"
CL_12201	"ООО ""Ситуация"" ИНН 42376984664"	"ООО ""Ситуация"" ИНН 42376984664 ЮРЛИЦО №1"
CL_12201	"ООО ""Ситуация"" ИНН 42376984664"	"ООО ""Ситуация"" ИНН 42376984664 ЮРЛИЦО №2"
CL_1221	"ООО ""Мысль"" ИНН 31406862562"	"ООО ""Мысль"" ИНН 31406862562 ЮРЛИЦО №1"
CL_12211	"ООО ""Первая фигура"" ИНН 26992256408"	"ООО ""Первая фигура"" ИНН 26992256408 ЮРЛИЦО №1"
CL_12221	"ООО ""Знак"" ИНН 27399242965"	"ООО ""Знак"" ИНН 27399242965 ЮРЛИЦО №1"
CL_12231	"ООО ""Изумительная необходимость"" ИНН 80035470686"	"ООО ""Изумительная необходимость"" ИНН 80035470686 ЮРЛИЦО №1"
CL_12241	"ПАО ""Всесторонний переход"" ИНН 36738692603"	"ПАО ""Всесторонний переход"" ИНН 36738692603 ЮРЛИЦО №1"
CL_12241	"ПАО ""Всесторонний переход"" ИНН 36738692603"	"ПАО ""Всесторонний переход"" ИНН 36738692603 ЮРЛИЦО №2"
CL_12251	"ООО ""Чувство"" ИНН 33523354408"	"ООО ""Чувство"" ИНН 33523354408 ЮРЛИЦО №1"
CL_12251	"ООО ""Чувство"" ИНН 33523354408"	"ООО ""Чувство"" ИНН 33523354408 ЮРЛИЦО №2"
CL_12261	"ПАО ""Твердый чай"" ИНН 55552277338"	"ПАО ""Твердый чай"" ИНН 55552277338 ЮРЛИЦО №1"
CL_12271	"ООО ""Неоценимая тема"" ИНН 96760937704"	"ООО ""Неоценимая тема"" ИНН 96760937704 ЮРЛИЦО №1"
CL_12281	"ООО ""Филигранная реализация"" ИНН 25124293908"	"ООО ""Филигранная реализация"" ИНН 25124293908 ЮРЛИЦО №1"
CL_12281	"ООО ""Филигранная реализация"" ИНН 25124293908"	"ООО ""Филигранная реализация"" ИНН 25124293908 ЮРЛИЦО №4"
